# id;truck;length;width;weight;
1248;70;4;4;1;
1249;186;2;2;1;
1250;147;10;9;1;
1251;137;3;2;1;
1252;187;2;2;1;
1253;63;1;1;1;
1254;62;3;2;1;
1255;81;7;5;1;
1256;132;1;1;1;
1257;174;3;2;1;
1258;194;3;2;1;
1259;141;1;1;1;
1260;68;7;5;1;
1261;25;2;1;1;
1262;57;11;6;1;
1263;126;3;3;1;
1264;36;2;2;298;
1265;58;9;5;1;
1266;24;3;3;1;
1267;119;3;3;1;
1268;19;1;1;1;
1269;38;2;1;1;
1270;186;2;1;1;
1271;173;11;8;1;
1272;113;1;1;1;
1273;159;1;1;336;
1274;193;1;1;1;
1275;108;10;9;1;
1276;168;3;2;1;
1277;92;3;2;1;
1278;16;1;1;1;
1279;112;2;2;1;
1280;129;2;2;246;
1281;51;1;1;1;
1282;114;5;4;1;
1283;31;2;1;1;
1284;24;3;1;1;
1285;199;11;8;1;
1286;146;10;1;1;
1287;45;3;2;1;
1288;89;3;2;1;
1289;10;3;1;1;
1290;101;9;1;1;
1291;92;1;1;1;
1292;63;3;1;1;
1293;68;1;1;1;
1294;174;3;1;1;
1295;80;8;1;1;
1296;155;1;1;1;
1297;173;10;10;1;
1298;26;1;1;1;
1299;19;3;1;1;
1300;166;1;1;1;
1301;32;8;1;1;
1302;159;2;1;313;
1303;69;11;7;326;
1304;83;2;1;1;
1305;51;5;3;1;
1306;129;3;3;1;
1307;200;2;1;1;
1308;113;3;2;1;
1309;165;3;1;40;
1310;20;1;1;1;
1311;23;8;2;1;
1312;122;1;1;1;
1313;176;1;1;1;
1314;11;10;8;1;
1315;98;7;1;1;
1316;104;3;2;1;
1317;31;5;2;1;
1318;64;2;1;1;
1319;107;3;3;1;
1320;27;3;2;1;
1321;80;3;1;1;
1322;182;10;9;1;
1323;107;2;1;1;
1324;61;1;1;1;
1325;97;1;1;1;
1326;145;3;1;1;
1327;85;9;8;1;
1328;51;1;1;1;
1329;102;2;2;1;
1330;79;3;1;1;
1331;136;9;5;1;
1332;196;2;1;1;
1333;169;2;1;1;
1334;123;2;2;1;
1335;98;2;2;1;
1336;133;3;1;1;
1337;24;1;1;1;
1338;113;8;3;269;
1339;188;1;1;1;
1340;33;2;1;1;
1341;25;3;3;1;
1342;120;3;2;1;
1343;61;2;1;1;
1344;87;3;1;1;
1345;59;2;1;1;
1346;159;6;5;1;
1347;198;7;7;398;
1348;81;9;4;1;
1349;174;3;1;1;
1350;39;9;2;1;
1351;17;2;1;1;
1352;111;8;6;1;
1353;183;1;1;1;
1354;30;9;2;1;
1355;125;2;2;1;
1356;21;8;6;1;
1357;130;3;3;1;
1358;82;3;3;1;
1359;100;9;5;1;
1360;53;9;5;1;
1361;62;1;1;1;
1362;61;3;1;1;
1363;132;3;2;1;
1364;127;1;1;1;
1365;119;11;8;172;
1366;128;8;1;1;
1367;186;7;5;1;
1368;9;1;1;1;
1369;30;10;8;1;
1370;57;1;1;1;
1371;56;3;1;1;
1372;193;7;5;1;
1373;5;3;2;1;
1374;48;2;2;1;
1375;145;2;2;1;
1376;161;3;1;1;
1377;69;2;2;1;
1378;81;3;1;1;
1379;147;2;1;1;
1380;82;1;1;1;
1381;49;3;2;1;
1382;43;1;1;1;
1383;124;3;1;1;
1384;162;2;1;1;
1385;71;2;2;1;
1386;164;2;2;1;
1387;59;2;1;1;
1388;137;11;6;1;
1389;22;10;8;1;
1390;114;2;2;1;
1391;14;1;1;1;
1392;156;2;1;1;
1393;59;9;1;1;
1394;66;7;5;1;
1395;75;3;2;1;
1396;83;8;7;1;
1397;139;10;9;1;
1398;159;2;2;1;
1399;115;2;2;1;
1400;110;2;2;1;
1401;6;2;1;1;
1402;19;5;5;1;
1403;119;1;1;1;
1404;128;10;8;1;
1405;128;3;2;1;
1406;120;8;3;1;
1407;105;1;1;1;
1408;138;8;4;1;
1409;94;3;2;1;
1410;144;2;2;1;
1411;137;1;1;1;
1412;112;3;3;1;
1413;42;2;1;1;
1414;88;10;2;1;
1415;17;1;1;1;
1416;4;2;1;1;
1417;155;2;2;1;
1418;124;9;5;1;
1419;44;5;5;1;
1420;26;3;2;1;
1421;142;3;1;1;
1422;98;1;1;1;
1423;24;3;2;1;
1424;193;4;1;1;
1425;154;5;4;1;
1426;130;3;3;1;
1427;6;3;1;1;
1428;57;1;1;1;
1429;48;3;1;1;
1430;154;3;2;1;
1431;33;1;1;1;
1432;96;3;1;1;
1433;86;11;6;1;
1434;172;7;2;1;
1435;170;9;2;1;
1436;174;11;4;1;
1437;131;3;2;1;
1438;25;3;3;1;
1439;5;2;1;64;
1440;142;2;1;1;
1441;156;10;10;1;
1442;160;3;1;1;
1443;56;3;1;175;
1444;125;3;2;1;
1445;181;1;1;1;
1446;160;3;1;1;
1447;76;6;2;1;
1448;119;3;3;1;
1449;45;3;1;165;
1450;189;8;8;1;
1451;25;3;1;1;
1452;195;9;5;1;
1453;162;9;9;381;
1454;36;2;1;1;
1455;101;3;2;1;
1456;14;3;1;1;
1457;33;4;1;1;
1458;82;11;8;1;
1459;158;2;1;1;
1460;115;10;8;1;
1461;82;2;1;1;
1462;1;3;3;1;
1463;56;5;2;1;
1464;160;1;1;1;
1465;104;4;1;1;
1466;15;1;1;1;
1467;6;10;2;1;
1468;102;2;1;1;
1469;131;10;5;1;
1470;135;1;1;1;
1471;64;2;2;1;
1472;70;3;2;224;
1473;98;11;5;1;
1474;152;1;1;1;
1475;13;8;4;1;
1476;71;2;1;1;
1477;40;10;9;1;
1478;80;8;1;1;
1479;74;9;2;1;
1480;15;2;1;123;
1481;93;6;1;1;
1482;163;1;1;1;
1483;188;1;1;1;
1484;69;2;1;1;
1485;141;3;1;1;
1486;40;9;2;1;
1487;104;3;2;1;
1488;64;3;2;1;
1489;54;6;5;1;
1490;181;3;2;1;
1491;188;3;2;1;
1492;143;2;1;1;
1493;111;8;6;1;
1494;17;3;3;1;
1495;8;4;3;1;
1496;55;2;1;1;
1497;79;2;1;1;
1498;121;3;3;1;
1499;58;9;8;1;
1500;8;2;1;1;
1501;124;3;2;1;
1502;165;1;1;1;
1503;159;1;1;1;
1504;166;9;3;1;
1505;167;2;1;1;
1506;113;3;2;1;
1507;84;7;6;1;
1508;116;3;1;1;
1509;115;3;2;1;
1510;41;6;3;1;
1511;59;3;2;1;
1512;137;1;1;1;
1513;159;3;1;1;
1514;122;2;2;1;
1515;51;11;2;1;
1516;11;5;1;1;
1517;34;1;1;1;
1518;45;9;1;1;
1519;23;4;2;1;
1520;116;9;4;235;
1521;70;2;1;1;
1522;36;2;1;1;
1523;167;3;1;1;
1524;41;10;8;1;
1525;130;9;5;1;
1526;40;3;1;1;
1527;90;6;4;1;
1528;65;3;1;1;
1529;148;7;3;1;
1530;182;7;2;1;
1531;110;11;8;1;
1532;74;1;1;1;
1533;109;7;5;1;
1534;12;1;1;1;
1535;61;2;1;1;
1536;54;8;3;1;
1537;39;3;1;1;
1538;190;2;2;1;
1539;22;10;8;1;
1540;122;3;2;1;
1541;140;2;2;1;
1542;34;2;2;1;
1543;9;8;1;1;
1544;104;3;3;1;
1545;162;3;3;1;
1546;110;5;2;1;
1547;61;4;3;1;
1548;111;4;1;1;
1549;90;3;2;1;
1550;96;5;3;1;
1551;51;3;1;1;
1552;160;9;1;1;
1553;103;1;1;16;
1554;122;9;4;1;
1555;71;2;1;1;
1556;101;3;2;1;
1557;8;1;1;1;
1558;95;8;2;1;
1559;195;2;1;1;
1560;22;3;2;1;
1561;53;3;2;1;
1562;186;10;5;1;
1563;143;3;1;1;
1564;93;5;2;1;
1565;20;1;1;1;
1566;21;11;8;1;
1567;199;6;1;1;
1568;198;9;4;1;
1569;26;4;1;1;
1570;43;3;2;1;
1571;49;3;2;1;
1572;186;7;5;1;
1573;119;3;1;1;
1574;19;2;1;1;
1575;40;10;7;286;
1576;112;2;2;1;
1577;117;3;2;1;
1578;69;3;2;1;
1579;174;3;2;1;
1580;110;1;1;1;
1581;170;3;2;1;
1582;58;10;4;1;
1583;150;3;1;1;
1584;146;10;9;1;
1585;124;2;1;1;
1586;9;3;2;1;
1587;127;3;1;1;
1588;5;6;2;1;
1589;71;3;1;1;
1590;102;6;4;275;
1591;100;3;2;1;
1592;141;3;3;1;
1593;129;2;1;1;
1594;158;10;5;1;
1595;106;11;8;1;
1596;62;1;1;1;
1597;158;3;1;1;
1598;44;3;1;110;
1599;69;8;8;1;
1600;88;10;10;1;
1601;35;3;1;1;
1602;166;2;1;1;
1603;168;1;1;1;
1604;72;3;1;1;
1605;76;3;2;1;
1606;2;4;4;1;
1607;120;3;1;1;
1608;100;8;2;1;
1609;93;1;1;1;
1610;39;3;2;1;
1611;152;10;4;1;
1612;124;9;3;1;
1613;58;10;10;1;
1614;39;2;2;1;
1615;84;2;1;1;
1616;186;1;1;1;
1617;125;3;3;1;
1618;101;2;2;1;
1619;164;2;1;1;
1620;4;3;1;1;
1621;190;1;1;60;
1622;148;3;2;1;
1623;156;2;1;1;
1624;99;3;1;1;
1625;134;3;2;1;
1626;54;3;2;1;
1627;74;8;8;1;
1628;121;3;2;1;
1629;83;2;1;1;
1630;162;11;2;1;
1631;118;1;1;1;
1632;161;10;4;1;
1633;38;1;1;1;
1634;7;10;10;1;
1635;75;1;1;1;
1636;152;3;2;1;
1637;17;2;1;1;
1638;19;7;4;1;
1639;138;3;2;1;
1640;56;2;1;171;
1641;109;1;1;1;
1642;13;1;1;1;
1643;93;3;1;1;
1644;53;8;7;1;
1645;35;1;1;1;
1646;116;2;2;1;
1647;10;8;2;1;
1648;104;3;2;1;
1649;142;3;1;1;
1650;148;4;1;1;
1651;149;6;3;1;
1652;138;2;1;1;
1653;79;7;1;1;
1654;22;3;1;1;
1655;166;4;4;1;
1656;79;9;4;1;
1657;93;3;2;1;
1658;175;3;1;254;
1659;28;1;1;1;
1660;37;6;3;1;
1661;103;5;1;1;
1662;43;2;1;1;
1663;142;1;1;1;
1664;114;10;10;1;
1665;49;11;5;1;
1666;178;9;3;1;
1667;185;2;1;1;
1668;195;1;1;1;
1669;2;9;1;1;
1670;96;11;8;1;
1671;15;3;1;1;
1672;141;3;3;1;
1673;176;5;3;1;
1674;11;1;1;1;
1675;93;3;3;1;
1676;137;1;1;1;
1677;40;10;8;1;
1678;58;10;1;1;
1679;109;8;6;1;
1680;79;1;1;1;
1681;84;5;2;1;
1682;116;3;2;1;
1683;155;3;1;1;
1684;5;5;1;1;
1685;9;4;4;1;
1686;109;3;1;1;
1687;187;1;1;1;
1688;162;10;10;1;
1689;194;3;1;1;
1690;156;8;6;1;
1691;57;3;2;1;
1692;158;3;1;1;
1693;96;2;2;350;
1694;152;8;1;1;
1695;186;3;1;1;
1696;71;3;1;1;
1697;63;10;8;1;
1698;62;7;2;1;
1699;70;1;1;1;
1700;114;9;7;1;
1701;162;11;8;1;
1702;119;1;1;1;
1703;163;3;3;1;
1704;93;3;3;1;
1705;184;5;2;1;
1706;113;10;10;1;
1707;141;11;3;1;
1708;74;10;8;1;
1709;41;7;5;1;
1710;198;6;2;1;
1711;120;1;1;1;
1712;162;3;1;1;
1713;143;2;1;1;
1714;92;8;5;1;
1715;14;2;2;1;
1716;64;7;3;1;
1717;48;1;1;1;
1718;103;2;1;1;
1719;84;1;1;1;
1720;149;7;5;1;
1721;97;3;2;1;
1722;92;10;7;1;
1723;175;2;2;340;
1724;27;3;3;1;
1725;170;2;2;1;
1726;131;3;1;1;
1727;64;7;5;1;
1728;197;2;1;1;
1729;143;7;1;1;
1730;15;4;1;1;
1731;178;9;6;1;
1732;110;9;8;1;
1733;11;2;1;1;
1734;115;7;6;1;
1735;95;9;6;1;
1736;105;10;10;1;
1737;40;10;10;1;
1738;4;1;1;1;
1739;173;3;3;1;
1740;116;6;3;1;
1741;173;1;1;1;
1742;195;8;7;1;
1743;175;3;1;1;
1744;52;7;2;1;
1745;72;6;4;1;
1746;78;8;6;1;
1747;143;2;2;1;
1748;118;8;8;77;
1749;199;3;2;1;
1750;147;8;7;1;
1751;123;3;1;1;
1752;167;3;3;1;
1753;98;2;2;1;
1754;155;11;2;1;
1755;178;8;3;1;
1756;140;3;2;1;
1757;126;2;1;1;
1758;122;3;2;1;
1759;137;7;5;1;
1760;13;11;8;1;
1761;137;3;3;1;
1762;152;5;4;1;
1763;39;2;2;1;
1764;136;2;2;1;
1765;76;9;8;1;
1766;132;2;1;1;
1767;27;3;2;1;
1768;7;1;1;1;
1769;176;3;1;1;
1770;148;3;1;1;
1771;119;11;8;1;
1772;46;3;1;1;
1773;194;3;1;1;
1774;149;1;1;1;
1775;186;11;1;1;
1776;94;3;3;1;
1777;42;3;1;1;
1778;179;1;1;1;
1779;158;2;2;1;
1780;91;3;1;1;
1781;48;1;1;1;
1782;94;10;4;1;
1783;60;7;3;1;
1784;76;3;1;1;
1785;111;11;8;1;
1786;55;8;3;1;
1787;36;1;1;1;
1788;80;3;1;1;
1789;117;3;2;1;
1790;173;5;3;1;
1791;112;1;1;1;
1792;95;2;2;1;
1793;58;1;1;1;
1794;76;2;1;1;
1795;30;11;5;1;
1796;197;2;1;1;
1797;110;10;10;1;
1798;20;8;2;1;
1799;55;2;1;1;
1800;113;1;1;1;
1801;66;9;2;1;
1802;128;2;1;1;
1803;110;8;1;1;
1804;143;2;1;365;
1805;117;9;5;1;
1806;95;3;3;1;
1807;92;3;2;1;
1808;159;3;1;1;
1809;123;3;2;158;
1810;37;3;1;1;
1811;97;1;1;1;
1812;105;1;1;1;
1813;152;3;2;1;
1814;63;10;8;1;
1815;116;7;5;1;
1816;66;2;2;1;
1817;79;3;2;1;
1818;4;3;1;1;
1819;74;2;1;1;
1820;105;3;3;1;
1821;112;2;1;1;
1822;78;3;2;1;
1823;191;3;1;1;
1824;146;1;1;1;
1825;28;3;2;83;
1826;154;3;1;1;
1827;69;6;3;1;
1828;108;1;1;1;
1829;22;3;2;1;
1830;186;3;3;1;
1831;51;6;2;1;
1832;83;2;1;1;
1833;39;2;1;1;
1834;102;1;1;1;
1835;112;2;1;1;
1836;92;2;1;1;
1837;177;3;2;1;
1838;166;11;5;1;
1839;130;1;1;1;
1840;190;3;1;1;
1841;80;2;2;1;
1842;124;9;3;1;
1843;174;3;2;1;
1844;64;2;1;1;
1845;9;2;1;1;
1846;197;6;3;1;
1847;155;4;3;1;
1848;167;9;2;69;
1849;116;2;1;1;
1850;5;7;6;1;
1851;96;3;3;1;
1852;127;4;1;1;
1853;139;1;1;1;
1854;99;9;5;1;
1855;126;1;1;1;
1856;124;7;7;1;
1857;177;2;1;1;
1858;104;2;1;1;
1859;86;8;3;1;
1860;105;7;3;1;
1861;109;1;1;1;
1862;85;3;2;1;
1863;38;1;1;1;
1864;18;3;2;1;
1865;135;10;8;1;
1866;198;5;2;1;
1867;187;6;3;1;
1868;179;1;1;1;
1869;163;11;8;1;
1870;147;1;1;1;
1871;126;3;1;1;
1872;37;11;5;1;
1873;107;3;2;1;
1874;22;1;1;1;
1875;23;3;3;1;
1876;67;1;1;1;
1877;106;3;1;1;
1878;97;3;3;1;
1879;38;3;2;1;
1880;80;2;2;1;
1881;24;1;1;1;
1882;63;3;2;1;
1883;14;3;2;1;
1884;12;2;1;1;
1885;120;2;1;1;
1886;83;3;1;1;
1887;16;1;1;1;
1888;172;4;2;1;
1889;44;5;1;1;
1890;159;1;1;1;
1891;55;1;1;1;
1892;90;3;2;336;
1893;58;5;2;1;
1894;37;10;7;1;
1895;180;3;2;1;
1896;129;6;4;1;
1897;8;4;2;1;
1898;147;3;3;1;
1899;125;1;1;281;
1900;16;3;2;1;
1901;177;3;1;1;
1902;105;11;6;1;
1903;15;1;1;1;
1904;87;11;8;1;
1905;118;3;1;1;
1906;71;9;6;1;
1907;118;1;1;1;
1908;19;9;5;1;
1909;169;2;2;1;
1910;140;9;2;1;
1911;56;1;1;1;
1912;126;2;2;1;
1913;173;3;3;1;
1914;156;9;9;1;
1915;8;2;2;1;
1916;52;3;1;1;
1917;165;3;1;1;
1918;37;10;1;1;
1919;42;3;2;1;
1920;33;3;3;1;
1921;92;1;1;1;
1922;34;1;1;1;
1923;191;3;1;1;
1924;67;9;8;1;
1925;97;8;5;1;
1926;99;3;2;1;
1927;115;2;2;1;
1928;17;1;1;1;
1929;91;1;1;1;
1930;162;3;2;1;
1931;91;1;1;362;
1932;179;3;1;1;
1933;136;11;7;1;
1934;143;9;7;1;
1935;191;8;7;1;
1936;120;1;1;1;
1937;141;3;1;1;
1938;77;3;3;1;
1939;8;3;1;1;
1940;85;3;1;1;
1941;59;10;10;1;
1942;14;2;2;1;
1943;128;3;2;1;
1944;156;3;3;1;
1945;33;1;1;1;
1946;75;3;2;1;
1947;148;11;3;1;
1948;118;3;1;1;
1949;70;5;3;1;
1950;140;4;4;1;
1951;42;3;1;1;
1952;55;7;4;1;
1953;78;10;8;1;
1954;96;2;2;1;
1955;74;1;1;1;
1956;28;2;2;1;
1957;176;9;3;1;
1958;112;11;8;1;
1959;160;2;1;1;
1960;3;10;8;1;
1961;128;3;2;1;
1962;149;3;1;1;
1963;68;4;3;1;
1964;39;1;1;1;
1965;138;8;1;1;
1966;128;1;1;1;
1967;31;8;8;1;
1968;80;3;1;1;
1969;86;2;2;1;
1970;104;3;2;1;
1971;145;11;1;1;
1972;62;3;1;1;
1973;200;7;7;1;
1974;105;1;1;1;
1975;79;7;3;1;
1976;140;3;2;1;
1977;73;5;3;1;
1978;152;6;1;1;
1979;91;5;5;1;
1980;113;3;2;1;
1981;93;8;1;1;
1982;132;3;1;1;
1983;187;3;1;1;
1984;83;3;3;1;
1985;58;3;1;352;
1986;175;4;1;1;
1987;18;3;1;1;
1988;53;2;1;1;
1989;171;9;7;1;
1990;188;3;1;231;
1991;82;2;1;1;
1992;107;2;1;1;
1993;83;7;3;1;
1994;61;3;3;309;
1995;29;9;5;1;
1996;150;1;1;1;
1997;43;3;1;1;
1998;180;3;2;1;
1999;63;1;1;1;
2000;80;3;1;1;
2001;151;2;1;1;
2002;44;1;1;1;
2003;46;1;1;1;
2004;141;8;6;1;
2005;139;2;1;1;
2006;91;2;2;50;
2007;94;11;7;1;
2008;58;3;3;1;
2009;24;3;2;1;
2010;64;7;5;1;
2011;171;3;3;1;
2012;112;1;1;1;
2013;130;2;1;1;
2014;111;2;1;1;
2015;108;6;1;1;
2016;195;7;6;1;
2017;115;1;1;1;
2018;84;7;1;1;
2019;28;6;4;540;
2020;54;8;7;1;
2021;195;3;2;1;
2022;47;2;1;1;
2023;63;3;2;312;
2024;146;7;3;5;
2025;49;11;6;1;
2026;4;3;3;1;
2027;171;10;9;1;
2028;101;3;3;1;
2029;65;10;2;209;
2030;87;5;4;1;
2031;129;4;3;1;
2032;160;1;1;1;
2033;137;3;2;1;
2034;25;2;1;1;
2035;1;3;2;1;
2036;182;6;2;1;
2037;82;2;2;1;
2038;66;2;1;1;
2039;56;10;8;1;
2040;163;2;1;1;
2041;102;3;3;184;
2042;78;3;2;1;
2043;119;9;8;1;
2044;111;2;2;1;
2045;181;2;1;1;
2046;100;4;3;1;
2047;143;3;2;1;
2048;35;5;3;1;
2049;107;3;2;1;
2050;68;10;1;267;
2051;199;2;1;305;
2052;148;6;5;1;
2053;101;1;1;1;
2054;85;7;1;1;
2055;28;3;3;1;
2056;199;2;1;1;
2057;185;1;1;1;
2058;126;3;1;1;
2059;108;3;2;1;
2060;64;3;2;1;
2061;68;3;1;1;
2062;106;6;6;1;
2063;185;3;2;1;
2064;165;8;2;74;
2065;175;1;1;1;
2066;86;11;8;1;
2067;40;10;4;1;
2068;99;8;7;358;
2069;147;11;8;1;
2070;102;3;3;1;
2071;55;3;2;1;
2072;135;7;6;1;
2073;178;2;1;1;
2074;76;2;1;1;
2075;70;9;1;1;
2076;25;3;3;1;
2077;182;8;5;1;
2078;175;2;2;1;
2079;5;1;1;1;
2080;146;1;1;1;
2081;72;3;1;1;
2082;182;9;6;1;
2083;137;3;1;1;
2084;30;6;4;1;
2085;189;3;2;1;
2086;109;3;3;1;
2087;42;9;9;1;
2088;59;6;1;1;
2089;176;2;1;1;
2090;169;11;3;1;
2091;18;3;3;1;
2092;187;6;1;1;
2093;195;3;3;1;
2094;132;9;7;1;
2095;161;1;1;1;
2096;68;3;3;1;
2097;61;1;1;1;
2098;85;8;7;1;
2099;185;10;9;1;
2100;5;10;10;1;
2101;45;3;2;1;
2102;159;3;1;1;
2103;134;1;1;1;
2104;68;2;2;1;
2105;41;2;1;1;
2106;100;9;7;1;
2107;148;3;3;1;
2108;121;11;7;1;
2109;61;10;2;1;
2110;95;2;2;1;
2111;180;6;1;1;
2112;2;8;4;1;
2113;165;10;10;1;
2114;98;3;2;1;
2115;188;2;1;1;
2116;46;1;1;1;
2117;133;2;1;1;
2118;7;2;1;1;
2119;75;3;1;1;
2120;95;3;2;1;
2121;193;1;1;1;
2122;119;3;2;1;
2123;116;1;1;1;
2124;148;3;2;1;
2125;84;3;2;1;
2126;52;2;1;1;
2127;67;7;1;1;
2128;25;3;1;1;
2129;62;1;1;1;
2130;108;9;5;1;
2131;20;1;1;1;
2132;4;7;6;1;
2133;55;1;1;1;
2134;19;10;10;1;
2135;37;1;1;1;
2136;9;3;1;1;
2137;88;3;1;1;
2138;148;6;2;1;
2139;115;3;1;1;
2140;178;3;2;1;
2141;199;3;3;1;
2142;76;1;1;1;
2143;54;2;2;1;
2144;72;4;1;1;
2145;192;3;1;1;
2146;105;1;1;1;
2147;179;11;2;1;
2148;54;1;1;1;
2149;51;3;2;1;
2150;95;9;3;1;
2151;197;5;4;1;
2152;111;3;2;1;
2153;97;8;8;1;
2154;178;6;5;1;
2155;167;5;2;1;
2156;14;4;2;1;
2157;92;2;1;1;
2158;91;3;1;330;
2159;94;1;1;1;
2160;23;9;3;1;
2161;130;6;3;1;
2162;113;3;1;10;
2163;110;1;1;1;
2164;81;10;10;1;
2165;81;10;5;1;
2166;41;11;1;1;
2167;18;3;1;1;
2168;36;2;1;1;
2169;171;8;7;1;
2170;190;10;8;1;
2171;158;3;1;1;
2172;84;3;1;1;
2173;126;5;4;1;
2174;94;1;1;1;
2175;134;2;1;1;
2176;136;2;1;1;
2177;107;11;8;1;
2178;57;2;2;1;
2179;73;8;3;1;
2180;82;1;1;1;
2181;9;9;6;1;
2182;74;3;3;1;
2183;80;3;1;1;
2184;179;9;6;1;
2185;197;8;4;1;
2186;151;3;2;1;
2187;164;1;1;1;
2188;64;10;10;1;
2189;27;3;1;1;
2190;178;6;4;1;
2191;68;2;1;1;
2192;2;1;1;1;
2193;158;1;1;1;
2194;187;8;2;1;
2195;31;3;2;1;
2196;194;3;2;1;
2197;164;11;8;1;
2198;84;8;2;1;
2199;93;1;1;1;
2200;189;7;1;1;
2201;180;10;8;1;
2202;200;1;1;1;
2203;133;2;1;1;
2204;97;1;1;1;
2205;155;7;1;1;
2206;163;10;10;1;
2207;70;9;8;1;
2208;183;10;8;1;
2209;81;10;6;1;
2210;147;7;1;1;
2211;133;1;1;1;
2212;154;2;1;1;
2213;188;3;2;1;
2214;163;6;4;1;
2215;102;2;1;1;
2216;156;8;2;1;
2217;36;7;5;1;
2218;24;2;1;1;
2219;104;2;2;1;
2220;35;10;1;1;
2221;48;3;2;1;
2222;83;6;4;1;
2223;4;2;2;1;
2224;169;3;2;1;
2225;19;3;2;1;
2226;62;3;2;1;
2227;97;9;2;1;
2228;46;3;1;1;
2229;148;6;1;1;
2230;183;10;9;1;
2231;81;7;6;1;
2232;58;7;4;1;
2233;179;2;1;1;
2234;153;8;8;1;
2235;196;5;1;1;
2236;172;10;10;1;
2237;95;10;10;1;
2238;148;1;1;1;
2239;43;3;2;1;
2240;183;7;1;135;
2241;28;1;1;1;
2242;180;2;2;1;
2243;27;3;1;1;
2244;129;8;3;1;
2245;87;7;4;1;
2246;141;9;3;1;
2247;157;2;1;140;
2248;164;1;1;1;
2249;177;3;1;1;
2250;126;4;4;1;
2251;156;3;1;1;
2252;3;2;1;1;
2253;102;3;3;1;
2254;141;9;8;1;
2255;84;5;2;1;
2256;97;3;1;1;
2257;195;2;1;1;
2258;53;3;3;1;
2259;34;8;2;1;
2260;139;7;1;1;
2261;28;1;1;1;
2262;4;7;7;1;
2263;91;3;3;1;
2264;158;2;1;43;
2265;157;9;3;1;
2266;190;2;1;1;
2267;187;3;3;1;
2268;15;1;1;1;
2269;47;1;1;1;
2270;102;2;1;1;
2271;166;11;8;1;
2272;160;3;2;1;
2273;70;3;3;25;
2274;108;1;1;1;
2275;26;9;3;1;
2276;121;3;2;1;
2277;65;2;2;1;
2278;188;1;1;1;
2279;186;2;1;1;
2280;113;2;2;383;
2281;148;1;1;1;
2282;60;9;6;1;
2283;155;6;3;1;
2284;19;2;1;1;
2285;178;11;8;1;
2286;92;6;4;1;
2287;193;3;1;1;
2288;1;2;1;1;
2289;159;2;2;1;
2290;115;4;3;1;
2291;60;1;1;1;
2292;62;3;1;1;
2293;73;1;1;1;
2294;38;11;5;1;
2295;41;10;7;1;
2296;38;2;1;1;
2297;131;10;10;1;
2298;93;7;3;1;
2299;103;2;2;1;
2300;147;1;1;1;
2301;196;4;4;1;
2302;173;2;1;95;
2303;124;10;8;40;
2304;173;2;1;1;
2305;173;2;2;1;
2306;198;2;2;1;
2307;127;3;1;1;
2308;14;2;2;1;
2309;149;3;1;9;
2310;79;2;2;1;
2311;37;7;1;1;
2312;50;1;1;1;
2313;8;2;1;1;
2314;62;10;8;1;
2315;175;1;1;1;
2316;70;2;1;1;
2317;95;8;2;1;
2318;23;3;3;1;
2319;26;2;1;1;
2320;47;3;2;1;
2321;74;3;2;1;
2322;199;5;1;1;
2323;150;3;2;1;
2324;33;1;1;1;
2325;149;3;2;1;
2326;50;2;1;1;
2327;112;8;3;1;
2328;71;1;1;1;
2329;159;3;3;1;
2330;162;3;3;1;
2331;89;8;7;1;
2332;82;2;1;1;
2333;123;2;1;1;
2334;154;3;1;1;
2335;4;3;1;1;
2336;56;2;1;1;
2337;63;2;2;1;
2338;131;5;1;151;
2339;176;1;1;1;
2340;168;2;2;1;
2341;40;2;1;1;
2342;15;5;1;1;
2343;136;3;2;1;
2344;142;3;3;1;
2345;40;3;3;1;
2346;159;9;2;1;
2347;172;3;2;213;
2348;126;10;2;1;
2349;74;2;1;1;
2350;43;9;3;1;
2351;57;2;1;1;
2352;46;2;2;1;
2353;62;1;1;1;
2354;135;9;2;1;
2355;34;3;3;1;
2356;178;9;1;1;
2357;83;3;2;1;
2358;155;2;2;1;
2359;22;8;2;1;
2360;2;5;3;1;
2361;104;1;1;1;
2362;17;1;1;1;
2363;172;3;1;1;
2364;61;2;2;1;
2365;46;10;8;190;
2366;73;7;6;1;
2367;79;5;2;1;
2368;89;1;1;1;
2369;120;11;8;1;
2370;16;1;1;1;
2371;102;2;2;1;
2372;62;7;5;1;
2373;13;2;1;1;
2374;116;3;3;1;
2375;46;2;2;1;
2376;131;1;1;1;
2377;82;3;2;1;
2378;141;3;2;1;
2379;158;3;3;1;
2380;64;2;1;1;
2381;8;3;2;1;
2382;162;3;1;1;
2383;168;3;2;1;
2384;77;2;2;1;
2385;104;3;3;1;
2386;68;2;2;1;
2387;60;3;1;1;
2388;100;3;2;1;
2389;42;9;5;1;
2390;12;2;1;1;
2391;161;1;1;1;
2392;73;3;1;1;
2393;67;5;1;1;
2394;163;6;1;1;
2395;84;2;1;1;
2396;195;8;2;1;
2397;48;7;2;1;
2398;25;2;1;1;
2399;61;3;1;1;
2400;2;2;1;1;
2401;108;1;1;1;
2402;43;4;3;1;
2403;53;1;1;1;
2404;155;11;8;1;
2405;17;3;1;1;
2406;46;9;4;1;
2407;171;1;1;1;
2408;115;9;5;1;
2409;122;3;3;1;
2410;98;5;5;1;
2411;148;1;1;1;
2412;132;3;2;1;
